From_Bus_Number,From_Bus_Name,To_Bus_Number,To_Bus_Name,Line_ID,Length_km,Harmonic_Order,Z0_magnitude,Z0_angle_deg,S11_magnitude,S11_angle_deg,S12_magnitude,S12_angle_deg,S21_magnitude,S21_angle_deg,S22_magnitude,S22_angle_deg,A_real,A_imag,B_real,B_imag,C_real,C_imag,D_real,D_imag
2307,NEW_KERA    220.00,2580,KOTUG-2     220.00,31,18.0,11,35.150431682409184,-0.034128104149184366,0.919023576821574,-162.0783685459162,0.3791696013790857,108.66069088073843,0.37916960137908573,108.66069088073843,0.9190235768215738,-162.07836854591616,-0.8116089535020623,-0.005683760983447743,-0.28975095575735466,-20.53759827066053,-0.00021470907266485316,-0.01662246088340878,-0.8116089535020623,-0.005683760983447743
2307,NEW_KERA    220.00,2580,KOTUG-2     220.00,32,18.0,11,35.150431682409184,-0.034128104149184366,0.919023576821574,-162.0783685459162,0.3791696013790857,108.66069088073843,0.37916960137908573,108.66069088073843,0.9190235768215738,-162.07836854591616,-0.8116089535020623,-0.005683760983447743,-0.28975095575735466,-20.53759827066053,-0.00021470907266485316,-0.01662246088340878,-0.8116089535020623,-0.005683760983447743
2560,PANNI-2     220.00,2570,BIYAG-2     220.00,33,15.5,11,27.498538664240666,-0.09531096646566381,0.8680366319461349,-154.62161362687866,0.4587568968519425,117.74003266180956,0.4587568968519424,117.74003266180956,0.868036631946135,-154.62161362687866,-0.9351729668273739,-0.005772129237787384,-0.4348590207292845,-9.749320077487027,-0.0005321833385589862,-0.012894875059747133,-0.9351729668273739,-0.005772129237787384
2561,PANNI-D-2   220.00,2570,BIYAG-2     220.00,34,15.5,11,27.498538664240666,-0.09531096646566381,0.8680366319461349,-154.62161362687866,0.4587568968519425,117.74003266180956,0.4587568968519424,117.74003266180956,0.868036631946135,-154.62161362687866,-0.9351729668273739,-0.005772129237787384,-0.4348590207292845,-9.749320077487027,-0.0005321833385589862,-0.012894875059747133,-0.9351729668273739,-0.005772129237787384
2561,PANNI-D-2   220.00,2970,PADUKKA_2   220.00,35,15.2,11,28.54640793709909,-0.051736237726976636,0.9788927202241565,178.85005402191055,0.19176795447410594,-91.28033510949949,0.19176795447410594,-91.28033510949949,0.9788927202241563,178.85005402191055,-0.1048568572334205,0.012789727205491336,-0.01285577195272632,28.391437757365257,-7.869558133996607e-05,0.03484042043798785,-0.1048568572334205,0.012789727205491336
2561,PANNI-D-2   220.00,2970,PADUKKA_2   220.00,36,15.2,11,28.54640793709909,-0.051736237726976636,0.9788927202241565,178.85005402191055,0.19176795447410594,-91.28033510949949,0.19176795447410594,-91.28033510949949,0.9788927202241563,178.85005402191055,-0.1048568572334205,0.012789727205491336,-0.01285577195272632,28.391437757365257,-7.869558133996607e-05,0.03484042043798785,-0.1048568572334205,0.012789727205491336
2570,BIYAG-2     220.00,2580,KOTUG-2     220.00,37,19.6,11,26.934340851477195,-0.09931935081705204,0.7724257862374834,-147.65045355809897,0.5562814200078564,128.27514620073816,0.5562814200078564,128.27514620073816,0.7724257862374834,-147.65045355809897,-0.9677065824718115,-0.00701598598571414,-0.7329458445541219,-6.829130073784677,-0.0009776787620916043,-0.009416979789699992,-0.9677065824718115,-0.00701598598571414
2570,BIYAG-2     220.00,2580,KOTUG-2     220.00,38,19.6,11,26.934340851477195,-0.09931935081705204,0.7724257862374834,-147.65045355809897,0.5562814200078564,128.27514620073816,0.5562814200078564,128.27514620073816,0.7724257862374834,-147.65045355809897,-0.9677065824718115,-0.00701598598571414,-0.7329458445541219,-6.829130073784677,-0.0009776787620916043,-0.009416979789699992,-0.9677065824718115,-0.00701598598571414
2580,KOTUG-2     220.00,2830,VEYAN-2     220.00,39,17.0,11,33.93532693043513,-0.03661029800904605,0.9384911030479852,165.58168646995156,0.33112274552624366,-105.08220519434477,0.3311227455262439,-105.08220519434477,0.9384911030479853,165.58168646995156,-0.7522069199344691,0.006311161650361173,-0.23017482875126702,22.363415592946062,-0.0002246893938560053,0.019419050565058125,-0.7522069199344691,0.006311161650361173
2580,KOTUG-2     220.00,2830,VEYAN-2     220.00,40,17.0,11,33.93532693043513,-0.03661029800904605,0.9384911030479852,165.58168646995156,0.33112274552624366,-105.08220519434477,0.3311227455262439,-105.08220519434477,0.9384911030479853,165.58168646995156,-0.7522069199344691,0.006311161650361173,-0.23017482875126702,22.363415592946062,-0.0002246893938560053,0.019419050565058125,-0.7522069199344691,0.006311161650361173
2691,NHAB-2      220.00,2705,NEWANU-2    220.00,41,50.0,11,43.08428915681432,-0.03883777710453886,0.919764327490041,168.14439958228039,0.3421723867788824,-103.79650872913646,0.3421723867788824,-103.79650872913646,0.9197643274900411,168.14439958228039,-0.6021164587255909,0.0352347823153915,-1.1197472287244832,34.45206997555973,-0.0006283899813974385,0.0185591431345166,-0.6021164587255909,0.0352347823153915
2705,NEWANU-2    220.00,2810,PUTTALAM-PS 220.00,42,100.0,11,74.33397353863865,-0.008074452283075744,0.8294318866764647,-163.64233581727188,0.5264800782475482,-72.58607693050858,0.5264800782475482,-72.58607693050858,0.8294318866764647,-163.64233581727188,0.5354192149174222,0.024806648739856725,1.1771220670485876,62.819239701392725,0.00020982861393149588,0.011368947338514783,0.5354192149174222,0.024806648739856725
2705,NEWANU-2    220.00,2810,PUTTALAM-PS 220.00,43,100.0,11,74.33397353863865,-0.008074452283075744,0.8294318866764647,-163.64233581727188,0.5264800782475482,-72.58607693050858,0.5264800782475482,-72.58607693050858,0.8294318866764647,-163.64233581727188,0.5354192149174222,0.024806648739856725,1.1771220670485876,62.819239701392725,0.00020982861393149588,0.011368947338514783,0.5354192149174222,0.024806648739856725
2810,PUTTALAM-PS 220.00,2815,NCHILAW-2   220.00,44,74.0,11,92.105783736747,-0.004761154807559287,0.7666467274498386,-160.00794134748423,0.6296050167818295,110.40524356602833,0.6296050167818295,110.40524356602833,0.7666467274498386,-160.00794134748423,-0.5430572982835123,-0.009496060848960791,-0.5720344219711628,-77.34779142389647,-6.591397051797948e-05,-0.00911747624631993,-0.5430572982835123,-0.009496060848960791
2810,PUTTALAM-PS 220.00,2815,NCHILAW-2   220.00,45,74.0,11,92.105783736747,-0.004761154807559287,0.7666467274498386,-160.00794134748423,0.6296050167818295,110.40524356602833,0.6296050167818295,110.40524356602833,0.7666467274498386,-160.00794134748423,-0.5430572982835123,-0.009496060848960791,-0.5720344219711628,-77.34779142389647,-6.591397051797948e-05,-0.00911747624631993,-0.5430572982835123,-0.009496060848960791
2815,NCHILAW-2   220.00,2830,VEYAN-2     220.00,46,43.0,11,48.74689019934818,-0.018775845210913522,0.9140396185536389,166.9766610238576,0.3829925349025126,-103.84623921136483,0.3829925349025126,-103.84623921136483,0.9140396185536389,166.9766610238576,-0.5887613162265889,0.015564031663549378,-0.5395542595086099,39.4138046488175,-0.00023793109341828768,0.016586339079835453,-0.5887613162265889,0.015564031663549378
2815,NCHILAW-2   220.00,2830,VEYAN-2     220.00,47,43.0,11,48.74689019934818,-0.018775845210913522,0.9140396185536389,166.9766610238576,0.3829925349025126,-103.84623921136483,0.3829925349025126,-103.84623921136483,0.9140396185536389,166.9766610238576,-0.5887613162265889,0.015564031663549378,-0.5395542595086099,39.4138046488175,-0.00023793109341828768,0.016586339079835453,-0.5887613162265889,0.015564031663549378
